age,gender,daily_social_media_hours,platform_usage,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,sleep_deficit,digital_overload,night_risk,mental_pressure,isolation_score,addiction_impact,lifestyle_imbalance
16,0,6.853528069912938,1,5.71738323540078,0.6154906433623538,3.585972007435604,0.5154906433623538,0,9,8,9,2.282616764599221,7.469018713275292,1.428434503536477,17,0.3562847973341386,6.108434503536477,6.953528069912938
14,0,5.349254699856575,0,4.718242481428361,1.1036484962856723,3.6774460526000294,1.7689877815717863,0,9,7,9,3.2817575185716388,6.452903196142247,3.6183248118858486,17,0.0,10.917908833572376,4.683915414570461
15,0,7.618176877419852,2,5.2090884387099265,0.7727346838702206,2.7230412550526593,0.8909115612900735,2,8,8,3,2.7909115612900735,8.390911561290073,2.2136598322556984,16,16.781823122580146,2.7424580042976716,7.500000000000001
15,0,7.301372232615803,1,4.103293358277926,2.0956088556294308,2.8684905441226167,0.4010977860926423,2,9,9,1,3.8967066417220737,9.396981088245234,8.171227857815818,19,18.793962176490467,2.0983533208610368,8.995883302152592
15,0,7.013728710728578,0,5.789661026297402,0.6723728159181854,3.6386271289271424,0.4586441051896083,0,9,7,9,2.2103389737025982,7.6861015266467625,1.4926608608333853,17,0.0,6.05169486851299,7.227457421457155
19,0,7.5272004746583026,0,4.315199683561132,1.908801898633208,3.1100775001329426,1.396801107536038,2,8,7,4,3.6848003164388676,9.436002373291512,7.092167657820605,16,18.872004746583023,8.441605379460757,8.039201265755473
15,0,7.226530787479617,1,5.433916490468425,1.7421769291598723,2.2580367997174258,0.4239065803717026,0,7,8,9,2.5660835095315746,8.96870771663949,4.428134183384413,16,0.0,15.770457188044764,8.544801136267786
15,0,7.994169992962634,0,5.700530000639761,1.2962899955216762,3.5405830007037364,0.10212000255904218,0,9,7,5,2.299469999360239,9.290459988484312,2.9811489893159986,16,0.0,6.497349996801197,9.18833998592527
14,1,5.167318660048115,1,4.122439553349372,2.775067162945142,3.7845147758479314,0.8174529859384003,1,8,7,3,3.8775604466506284,7.942385822993257,10.782370739457185,16,7.942385822993257,8.325201488835425,7.124932837054857
16,1,5.5416739013329055,1,4.149074877925878,1.8675773194083094,3.1127666846228776,0.8,1,8,7,5,3.8509251220741216,7.409251220741216,7.239384155559117,16,7.409251220741216,8.252775366222364,6.609251220741216
18,0,6.415655855067337,1,4.532524684053869,1.2879454647295139,2.695417020479571,0.6891584386487103,1,7,9,8,3.4674753159461305,7.703601319796851,4.129385992648254,16,7.703601319796851,10.316831227025794,7.014442881148141
15,0,5.529932464431954,1,4.3328800849006415,2.710430736576676,3.7273015156036733,0.728344589261341,1,8,7,3,3.6671199150993585,8.24036320100863,10.03505567737756,16,8.24036320100863,9.779366656719183,7.512018611747289
15,0,6.449531633338486,0,5.4903029979202085,0.7407713645817232,3.6584462818749035,0.8660055479124803,0,10,8,10,2.509697002079791,7.1903029979202095,1.9703637043675613,18,0.0,7.407713645817232,6.3242974500077285
15,0,6.911459594750599,0,4.4789779607730535,0.9140146928179642,2.786941551629671,1.090437555523652,0,10,9,2,3.5210220392269465,7.825474287568563,3.277971260167126,19,0.0,2.679635908566169,6.73503673204491
14,0,6.586872607141312,0,5.176619484126412,1.1953238968252824,3.6132732722223024,0.9897468769850997,0,9,7,7,2.8233805158735876,7.7821965039665955,3.324963530159096,17,0.0,8.855212321431146,6.792449626981496
18,0,6.242126161946063,1,4.39370092955685,1.1259844178163252,2.5762599645362965,0.73543302348105,1,7,9,8,3.6062990704431495,7.368110579762389,3.8332286497212804,16,7.368110579762389,9.391339530379001,6.6326775562813385
17,0,7.192383659775811,1,5.15390692782065,2.012891415790757,3.228770113046057,0.48203102405978365,1,7,9,7,2.8460930721793507,9.205275075566568,5.455001446017383,16,9.205275075566568,14.459379518804326,8.723244051506786
15,0,7.948790506406775,0,5.651991099756351,1.293598813300847,3.5124748971936413,0.10640118669915316,0,9,7,4,2.3480089002436486,9.242389319707623,3.028087060859961,16,0.0,6.432787539658892,9.13598813300847
13,0,7.644523760581626,1,5.0601427690469265,0.8734285126979511,3.092099938332849,1.4508097097898218,0,9,8,2,2.9398572309530735,8.517952273279576,2.4567856408724387,18,0.0,2.3764756227468604,7.067142563489755
15,0,7.720197229064672,1,5.120443765395512,0.6795562346044878,2.6112801139139465,0.859852078201496,2,8,8,3,2.879556234604488,8.39975346366916,2.0861805618784,16,16.79950692733832,2.5972881003607586,7.539901385467665
16,0,7.426375281630151,2,5.473624718369849,1.9318764081507558,2.4755161893549804,0.32637528163015117,0,7,9,8,2.526375281630151,9.358251689780907,4.890354168126237,16,2.5847775997548164,16.173624718369847,9.031876408150756
18,0,6.670888016226781,2,4.641047993045665,1.7828240254992282,3.095444008113391,1.5119360092724468,0,9,10,3,3.3589520069543353,8.45371204172601,6.0706264975925,19,3.526199826141625,5.348472076497685,6.941776032453563
18,0,6.439154856533333,1,4.551323885226667,1.3098778660977777,2.711553001486222,0.6828920382577779,1,7,9,8,3.448676114773333,7.749032722631112,4.169490955150222,16,7.749032722631112,10.442159234844443,7.066140684373334
18,0,7.232220498557162,1,4.778664598268594,2.0677795014428386,3.325021739596005,1.328447202308542,0,9,9,3,3.2213354017314066,9.3,6.874964277300763,18,0.0,6.807111800577135,7.971552797691459
13,0,7.2,0,4.26983214367174,2.403980802451357,2.7372901795896754,1.5563549102051624,2,9,8,3,3.7301678563282596,9.603980802451357,9.037362048174721,18,19.207961604902714,7.3341486587796165,8.047625892246195
16,0,7.04084406546098,2,5.046948021820326,0.8542727694515428,2.618601334252015,1.0530519781796737,1,8,9,3,2.9530519781796736,7.895116834912523,2.610198851334774,18,11.994453997129943,2.5628183083546285,6.84206485673285
15,0,7.759208605354161,2,5.27960430267708,0.5611870919687593,2.4104209247982773,0.8203956973229198,2,8,8,3,2.7203956973229197,8.32039569732292,1.5437591245677376,16,16.64079139464584,1.7787411967465698,7.500000000000001
16,0,6.005412822750931,2,4.6527064113754655,1.7565137537276114,2.8285779729435627,0.3320642192159514,0,7,7,9,3.3472935886245345,7.761926576478543,5.687876142628591,14,3.14229348316324,15.352706411375465,7.429862357262592
16,0,7.556329858534739,2,5.1781649292673695,0.865505212197891,2.8601354802479944,0.9218350707326304,2,8,8,3,2.8218350707326305,8.42183507073263,2.5074331719599883,16,16.84367014146526,3.1650793000126147,7.500000000000001
17,0,5.558461337056928,1,4.26307695184901,1.2784617110940624,2.4920000374037135,0.48461524075494805,0,7,7,9,3.73692304815099,6.8369230481509895,4.763539074383922,14,2.5476903224182834,12.452309677581717,6.352307807396042
14,0,6.773476475008431,0,5.2457320277809005,1.2091464055561802,3.603597516110674,0.8722555527724694,0,9,7,7,2.7542679722190995,7.982622880564612,3.2807315022202235,16,0.0,8.544205874985948,7.110367327792142
16,0,7.345139688206185,0,4.235419064618554,1.7840221825567073,3.2807711626762806,0.7159778174432928,2,9,8,2,3.764580935381446,9.129161870762893,6.768099821505183,18,18.258323741525786,4.311844722103049,8.4131840533196
15,0,6.178275167822363,0,5.303814177877875,0.8255390100555113,3.663532340603331,1.0864014261443296,0,10,8,10,2.696185822122125,7.003814177877875,2.3619902264564625,18,0.0,8.255390100555115,5.917412751733545
18,0,6.320173046233023,1,4.6789617226018585,1.1798269537669763,2.8636019936640458,1.0982695376697642,0,9,9,3,3.3210382773981415,7.5,3.90858835719228,19,5.987021532523231,3.7613843698641887,6.401730462330236
17,1,6.400685940971683,1,4.373828619151933,2.4577142260600833,3.4271770796236884,1.41611439309185,0,9,9,3,3.6261713808480667,8.858400167031768,8.955279657584878,18,2.4918847717493167,7.373142678180249,7.442285773939917
18,0,6.035147244497063,0,4.2,0.9175736222485313,2.4337243900355174,0.7560659443786717,0,7,9,8,3.8,6.952720866745595,3.486779764544419,16,6.293710032425668,7.7748879884021695,6.196654922366923
16,0,5.522119637507233,1,4.508237160163031,1.3750577039021816,2.6940954985206425,0.32776495468840405,0,7,7,10,3.49176283983697,6.897177341409414,4.962771208340254,14,0.0,13.750577039021817,6.569412386721011
16,0,5.305963978711525,2,4.302981989355763,1.5021687195314637,2.5424398094728966,0.300271089941433,0,7,7,9,3.6970180106442374,6.808132698242989,5.5511656867481625,14,0.026566814260430772,15.002981989355762,6.507861608301556
15,0,7.729982361514991,2,5.264991180757495,0.6050264577275132,2.475205765308436,0.8350088192425045,2,8,8,3,2.7350088192425046,8.335008819242505,1.6825837828037917,16,16.67001763848501,1.9784538629808934,7.500000000000001
15,0,7.090250698422161,1,4.905366759789621,1.5161002793688647,3.257710307305751,1.4053667597896216,1,8,10,3,3.0946332402103787,8.606350977791026,4.661860726359048,18,8.606350977791026,4.548300838106594,7.2009842180014045
14,0,7.209152821583758,1,4.921220376211168,1.5636611286335032,3.3100272414968535,1.4212203762111677,1,8,10,3,3.0787796237888325,8.77281395021726,4.785518934447109,18,8.77281395021726,4.69098338590051,7.351593574006094
15,0,7.717715779986585,1,5.114860504969816,0.6851394950301838,2.6203374030489646,0.8617131650100613,2,8,8,3,2.8851394950301836,8.402855275016769,2.1090719296237537,16,16.805710550033538,2.6314080251844567,7.541142110006708
14,0,5.588087975306277,0,4.806699250113436,1.1213398500226872,3.665062104984119,1.6186112748071588,0,9,7,9,3.1933007498865638,6.709427825328965,3.561712479927401,17,0.0,10.519853374489538,5.090816550521806
16,0,7.1716004120362005,2,5.235800206018101,2.1805819680131635,3.305654714014809,0.3850727460016455,0,7,8,7,2.7641997939818994,9.352182380049365,5.915812807807074,15,8.337129108161257,15.935800206018099,8.96710963404772
18,0,6.974597452554872,1,4.830233116786666,1.8681566934328204,3.3590699350359996,1.3951694306584619,0,9,9,4,3.1697668832133337,8.842754145987692,6.340408556942872,18,0.0,6.671377072993846,7.447584715329231
17,0,6.6042591464679585,0,4.853629268697467,0.8957408535320416,3.0762627441478396,0.38170365858718336,0,10,8,6,3.146370731302533,7.5,3.0116376822032773,18,0.0,5.053629268697467,7.118296341412817
15,0,5.260948638960109,1,4.187180512770059,2.7664690335499773,3.7665283234849842,0.7731752268399819,1,8,7,3,3.812819487229941,8.027417672510087,10.588714051473776,16,8.027417672510087,8.916376883330347,7.254242445670104
13,0,7.489115371748869,2,4.8,0.7045352617713047,2.91,1.9936506335201734,0,9,9,1,3.2,8.193650633520173,2.254512837668175,19,0.06802892656957038,0.7263045182735675,6.199999999999999
14,0,5.853504887143741,0,4.905001810053237,1.1410003620106475,3.6512997465925467,1.4514969229094967,0,9,7,8,3.0949981899467627,6.994505249154388,3.498798841565928,17,0.0,10.077491854760432,5.543008326244892
14,1,6.123917179402261,1,4.44130572646742,2.4207714150361994,3.7065697113079636,1.0654600094746602,1,8,8,3,3.5586942735325797,8.54468859443846,8.826658210999822,16,8.54468859443846,7.262314245108598,7.4792285849638
18,0,6.948514596512798,2,4.522065172923087,2.219094365948682,3.2342572982563986,1.6705797694358844,0,9,10,3,3.4779348270769135,9.16760896246148,7.740352073312684,19,0.5516293230771661,6.657283097846046,7.497029193025596
17,0,6.717605173873084,2,4.939201724624361,1.005117585525894,2.7457419649432535,1.1607982753756385,1,8,9,3,3.060798275375639,7.7227227593989785,3.14677541137068,18,10.033471388163377,3.015352756577682,6.56192448402334
15,0,5.3,1,4.319237857585635,1.4807621424143649,2.59482789411906,0.3721419659461315,0,7,7,10,3.6807621424143653,6.780762142414365,5.457658283588953,14,0.0,14.80762142414365,6.408620176468234
18,0,6.8470601372259905,2,4.565545655474575,2.059665929926556,3.183530068612995,1.612605792700566,0,9,10,3,3.4344543445254243,8.906726067152547,7.130175968173456,19,1.6386413868643883,6.178997789779668,7.2941202744519815
13,0,7.29352906461299,2,4.8,0.786029556411254,2.91,1.8795586210242443,0,9,9,1,3.2,8.079558621024244,2.515294580516013,19,1.2904433461688107,1.1989714271852736,6.199999999999999
18,0,7.249899615046938,1,4.850301154859189,1.4,3.682434749780509,1.1,2,8,7,4,3.149698845140812,8.649899615046937,4.409578383197136,16,17.299799230093875,5.94929730532856,7.549899615046938
15,0,7.120509155988533,0,5.779953713091952,0.740324008356339,3.6279490844011466,0.41981485236780625,0,9,7,8,2.2200462869080484,7.860833164344872,1.654772991364409,17,0.0,6.100231434540242,7.441018311977066
15,0,7.282513267669279,1,4.257380590976482,1.9775928736849582,3.0063965121796183,0.5224071263150419,2,9,9,1,3.7426194090235176,9.260106141354239,7.492279380004262,19,18.520212282708478,2.7120356315752097,8.737699015039196
15,0,5.547371968291546,1,4.342326482824587,2.7067975066059278,3.72475825462415,0.7254380052847424,1,8,7,3,3.6576735171754127,8.254169474897473,9.999159365266568,16,8.254169474897473,9.835318398268708,7.528731469612731
15,1,5.3121225714585,1,4.1235691746065,2.3521856824765,3.4647453904303003,0.8,1,8,7,4,3.8764308253935003,7.664308253935,9.152311904512501,16,7.664308253935,8.329292476180498,6.864308253935
14,0,7.816879281860088,0,5.37038270734816,1.0802551382321064,3.309267895143712,0.7958587289316632,0,9,7,3,2.62961729265184,8.897134420092195,2.7153189227901326,17,0.0,4.375799669577028,8.101275691160533
16,0,7.409213386953748,2,5.490786613046252,1.846066934768742,2.250695369094104,0.3092133869537484,0,7,9,8,2.5092133869537485,9.255280321722491,4.636358126915477,16,0.9029119214673429,16.19078661304625,8.946066934768742
14,0,7.325705126555258,1,4.936760683540701,1.6102820506221032,3.3613102556843133,1.4367606835407012,1,8,10,3,3.063239316459299,8.935987177177362,4.906733331617469,18,8.935987177177362,4.83084615186631,7.49922649363666
16,0,7.341290681272091,0,5.082460013692585,1.2176613351590113,3.185943741183749,0.18233866484098865,0,9,7,4,2.917539986307415,8.558952016431103,3.4799150558038825,17,0.0,5.635444019169619,8.376613351590114
15,0,5.3,1,4.426807174633147,1.373192825366853,2.9014004477044693,0.7755269048743014,0,7,7,10,3.573192825366853,6.673192825366853,4.941325561760895,15,0.0,13.73192825366853,5.8976659204925515
14,0,7.8,1,5.164415419610288,1.087533181688751,2.884935751623799,1.1163640209093275,1,8,9,3,2.8355845803897117,8.88753318168875,3.1803918352611094,17,13.436359790906726,3.2625995450662533,7.771169160779424
14,1,7.356891227427663,2,4.7141347364565975,1.1579480722314783,3.010176140800636,1.9141347364565977,0,9,9,1,3.2858652635434025,8.51483929965914,3.9029239372905558,19,0.0,2.4745487798969785,6.600704563202544
14,0,5.370232788295478,0,4.649833722646087,1.0799334890584347,3.55257765552106,1.6996674452921732,0,9,8,9,3.3501662773539134,6.4501662773539135,3.6089301635113564,17,0.6922946274840056,10.709035591347302,4.750498832061741
18,0,7.324820308836368,0,4.625539073490898,1.4,3.731133200743639,1.1,2,8,7,4,3.3744609265091023,8.724820308836367,4.724245297112743,16,17.449640617672735,6.473742161854572,7.624820308836368
15,0,6.993759168106097,1,4.52386863714878,0.8840875752341468,2.8041496442403657,1.2176278052548761,0,10,9,2,3.4761313628512203,7.877846743340243,3.1328247398856117,19,0.0,2.4028100709158577,6.660218938085366
15,0,7.41937233769417,0,4.2,2.543874467538834,2.4525648960752475,1.6877489350776678,2,9,9,3,3.8,9.963246805233004,9.666722976647568,18,19.926493610466007,8.772359558626183,8.275497870155336
14,0,6.187278831097136,0,5.038010983275099,1.3957596103657122,3.025103719904495,1.1662294063591885,0,8,8,9,2.9619890167249006,7.583038441462849,3.9975869443116707,17,0.0,13.197071391288146,6.416809035103659
16,0,6.833043677727593,1,4.871072490363679,1.4132174710910375,3.1445392182001415,1.3710724903636793,1,8,10,3,3.1289275096363207,8.24626114881863,4.394365424836698,18,8.24626114881863,4.239652413273112,6.875188658454952
16,0,7.212776834697747,2,5.104258944899249,0.7740374771410513,2.5509744450188863,0.9957410551007511,1,8,9,3,2.895741055100751,7.986814311838799,2.32479045440174,17,13.037512797166332,2.322112431423154,6.991073256738048
16,0,5.672300235781722,0,4.434071260155913,0.9936285040623652,3.004541000796019,1.2681425203118262,0,8,8,9,3.565928739844087,6.665928739844087,3.5183099292654836,16,3.6698166098484006,9.457613308904296,5.397786219532262
17,0,7.400071331413774,1,5.32005706513102,2.206733242652856,3.3713823142374584,0.4266476449563268,1,7,9,7,2.67994293486898,9.606804574066631,5.8094550722795075,16,9.606804574066631,15.567047100873463,9.180156929110304
16,0,7.477097460907521,2,5.42290253909248,2.1854873045376015,3.139976737888517,0.3770974609075204,0,7,9,7,2.57709746090752,9.662584765445123,5.6410424214313,16,7.555551168936996,16.12290253909248,9.285487304537602
18,0,6.620005482570614,2,4.662854793184023,1.7028657583252502,3.070002741285307,1.4828602757546365,0,9,10,3,3.3371452068159773,8.322871240895864,5.7646044023175484,19,4.071369829600567,5.10859727497575,6.840010965141228
13,1,6.634874013531604,1,4.611624671177202,2.2315281431364427,3.664936191490017,1.19793029980449,1,8,8,3,3.3883753288227987,8.866402156668046,7.782035350113164,17,8.866402156668046,6.6945844294093275,7.668471856863557
16,0,5.8325052574599745,1,4.799223678868726,1.200465792678764,2.9094255223628576,0.3665631571824969,0,7,7,10,3.200776321131274,7.032971050138739,4.142189225590192,15,0.0,12.00465792678764,6.666407892956242
17,0,5.976658964171161,1,4.61138439576651,1.6311213811051175,3.147116759607815,1.1652745684046508,1,9,9,3,3.388615604233489,7.6077803452762796,5.747712111390146,18,7.6077803452762796,4.8933641433153525,6.442505776871629
15,0,7.616230564442003,2,5.2081152822210015,0.7756541533369954,2.7273555821535598,0.8918847177789986,2,8,8,3,2.7918847177789985,8.391884717778998,2.2229048189004854,16,16.783769435557996,2.7557578096463122,7.500000000000001
15,0,7.50003845599603,1,5.533346151998677,1.7166346200033085,2.36509037159067,0.26665384800132336,0,7,8,8,2.4666538480013234,9.216673075999338,4.248236552409991,16,0.0,14.582711628064184,8.950019227998016
18,0,6.915040380761407,2,4.536411265387969,2.166492026910782,3.217520190380703,1.6514516461493753,0,9,10,3,3.4635887346120313,9.081532407672189,7.539028575722174,19,0.9102816346992135,6.499476080732346,7.430080761522814
18,0,6.653203461517224,2,4.64862708792119,1.7550340109556377,3.0866017307586118,1.5018305494384137,0,9,10,3,3.3513729120788103,8.408237472472862,5.964266532839304,19,3.7156771980297423,5.265102032866913,6.9064069230344485
18,0,6.974146091113905,1,4.836100815519241,1.8604835489363771,3.360830244655772,1.3897530933668545,0,9,9,4,3.1638991844807594,8.834629640050283,6.310031931965775,18,0.0,6.66731482002514,7.444876546683428
15,0,6.124437961782267,1,4.654903895965394,2.5865754246286943,3.640602797240086,0.6292603397029555,1,8,7,4,3.3450961040346052,8.711013386410961,8.811365195331499,16,8.711013386410961,11.686738460718106,8.081753046708005
13,0,7.497231139108612,2,4.8,0.7011536920380783,2.91,1.9983848311466903,0,9,9,1,3.2,8.19838483114669,2.2436918145218505,19,0.017305380571174922,0.7066914138208547,6.199999999999999
18,0,6.300961248015529,0,4.2,1.0504806240077647,2.6131488424104825,0.4237984399805887,0,9,9,5,3.8,7.351441872023294,3.991826371229505,18,1.7084184717321236,5.316108455856356,6.927643432042705
13,0,7.64650976937827,1,5.063717584880886,0.8758117232539245,3.094602309416621,1.4432628763625721,0,9,8,2,2.936282415119113,8.522321492632194,2.4597646540674054,18,0.0,2.3995133247879377,7.079058616269623
15,0,7.277857193905075,1,4.299285254854324,1.945000357335526,3.0427138875404145,0.5549996426644743,2,9,9,1,3.7007147451456763,9.222857551240601,7.306502036812498,19,18.445715102481202,2.8749982133223715,8.667857908576126
18,0,6.057251194219388,0,4.2,0.928625597109694,2.448644556098087,0.7284360072257652,0,7,9,8,3.8,6.9858767913290825,3.5287772690168366,16,5.91241689971556,7.570426453470662,6.257440784103317
18,0,7.379545540683054,0,4.338636622049162,1.5431812152186242,3.5938644202157883,0.9568187847813758,2,9,7,4,3.6613633779508388,8.922726755901678,5.684315468483809,16,17.845453511803356,5.9977314934696295,7.965907971120303
19,0,7.614219224667084,0,4.257187183555278,2.256876898668337,2.65177875008669,1.59984485755653,2,8,8,4,3.7428128164447227,9.871096123335422,8.496070157962292,16,19.742192246670843,9.427817879560289,8.271251265778892
14,1,6.433750015253329,1,4.544583338417776,2.3060185128691373,3.68132407283121,1.1457870409916038,1,8,8,3,3.4554166615822237,8.739768528122466,8.193222191037638,16,8.739768528122466,6.918055538607412,7.593981487130862
18,1,6.533807054534222,1,4.401854116744047,2.4226823540699414,3.390043295314138,1.4791717626741048,0,9,9,3,3.5981458832559534,8.956489408604163,8.754196712361464,18,1.9383811943050793,7.268047062209824,7.477317645930059
13,1,7.448541984627927,2,4.769125190776756,0.8646656491906319,2.946020610760451,1.9691251907767564,0,9,9,1,3.2308748092232435,8.313207633818559,2.8379421386234824,19,0.0,1.338079390613699,6.344082443041803
13,0,7.8,1,5.1390555945546215,1.1974257569299733,2.990601689355743,1.1755369460392164,1,8,9,3,2.8609444054453785,8.997425756929973,3.5227494735126093,17,12.844630539607838,3.5922772707899195,7.821888810890757
16,1,6.681878818002448,1,4.503057252445533,1.2409394090012242,2.849433016046022,1.065175095889841,1,7,9,6,3.4969427475544674,7.922818227003672,4.170066699802693,16,7.922818227003672,7.077181772996328,6.857643131113831
17,0,6.628500109640839,0,4.931200350850685,0.8714998903591609,3.1232902127032283,0.39140004385633564,0,10,8,6,3.0687996491493146,7.5,2.8729793728543997,18,0.0,5.131200350850685,7.108599956143665
18,0,6.118812638378246,1,4.437625276756492,1.0188126383782463,2.608021063963744,0.9980210639637438,1,7,9,6,3.5623747232435075,7.137625276756493,3.586337693729545,17,7.137625276756493,6.317810424326305,6.139604212792749
14,0,7.751144173731265,0,5.2520595127162775,1.001373008477518,3.2264416589013942,1.0456521398211929,0,9,7,3,2.747940487283723,8.752517182208782,2.616716260596897,17,0.0,3.6132724152826743,7.706865042387591
16,0,6.433707337936957,2,4.947832764535404,1.661958191133851,2.318657138783737,0.3,0,7,8,9,3.052167235464596,8.095665529070809,4.983146331031522,15,0.0,15.647832764535403,7.795665529070808
14,0,7.756821259002196,0,5.262278266203953,1.0081855108026354,3.233594786342767,1.0240792157916547,0,9,7,3,2.737721733796047,8.765006769804831,2.625231888503294,17,0.0,3.6791266044254747,7.740927554013177
15,0,7.2,1,4.672835858331606,1.8498506947940425,3.241044822914507,1.3044775885427466,2,8,8,3,3.3271641416683946,9.049850694794042,6.367462438553114,17,18.099701389588084,6.377014836462437,7.745373106251296
18,0,6.9771881980598245,1,4.796553425222282,1.9121993670170165,3.3489660275666844,1.426258376717894,0,9,9,4,3.2034465747777183,8.889387565076841,6.5147657294261885,18,0.0,6.69469378253842,7.4631291883589475
18,0,7.693898463840978,0,4.2,2.5987796927681956,2.20549138254312,1.7975593855363912,2,8,9,3,3.8,10.292678156609174,9.875362832519142,17,20.585356313218348,10.364611090277672,8.495118771072782
14,0,7.259844270120523,0,4.140155729879477,2.260622919517909,2.78165739426515,0.8818687585537276,2,10,9,1,3.8598442701205227,9.520467189638431,8.716040061421154,19,19.040934379276862,4.268409413491774,8.638598431084704
16,0,7.256550834732297,1,4.491042487409324,1.7958558431260818,3.2089034890880805,0.7041441568739184,2,9,9,2,3.5089575125906767,9.052406677858379,6.4563783058186655,18,18.104813355716757,3.6207207843695914,8.348262520984461
18,0,5.801325352313066,1,4.228382092526705,1.0702925551602287,2.4468967202847165,0.6580895373664761,0,7,8,9,3.771617907473295,6.871617907473295,4.024538570818812,15,4.94163561565737,10.05836438434263,6.213528370106819
16,0,7.259902936477733,1,4.4608735717004055,1.8193205553441285,3.1827570954736855,0.6806794446558715,2,9,9,2,3.539126428299594,9.07922349182186,6.590127165461533,18,18.15844698364372,3.5033972232793573,8.39854404716599
17,0,7.303920703314553,1,5.0,1.4692804688763685,3.636143906224726,1.1692804688763687,1,8,8,3,3.0,8.773201172190921,4.407841406629106,16,15.883671091348994,5.565359765561816,7.603920703314553
18,0,6.287722438369208,1,4.775444876738416,1.1877224383692082,2.889537397282014,1.2795373972820139,1,8,9,3,3.2245551232615837,7.4754448767384165,3.8228114137168916,18,7.4754448767384165,3.784163424461875,6.195907479456403
18,0,6.760233019975019,2,4.602757277153563,1.9232233171036022,3.14011650998751,1.5629902971285827,0,9,10,3,3.3972427228464372,8.683456337078622,6.607972877278332,19,2.5689319288390755,5.7696699513108065,7.120466039950039
16,0,6.572821179635985,2,4.8,1.0863245084850064,2.91,1.459145688120991,0,9,9,2,3.2,7.659145688120991,3.476238427152021,19,5.794867627275098,2.9406821492130373,6.2
16,0,7.442359686242049,2,5.457640313757952,2.0117984312102415,2.6849118897708326,0.34235968624204827,0,7,9,8,2.5423596862420483,9.454158117452291,5.1269233563823144,16,4.151249251720732,16.157640313757952,9.111798431210241
15,0,6.795347805400976,1,5.269656306819419,1.5984492684669918,2.5762909055373755,0.7318944247135892,0,7,8,9,2.730343693180581,8.393797073867967,4.249501233666118,16,0.0,14.702765994326224,7.661902649154378
14,0,5.3,0,4.545980105261062,1.2540198947389383,3.2410432999940264,1.2224253947289816,0,8,7,10,3.4540198947389382,6.554019894738938,4.369295494746904,16,0.0,12.540198947389381,5.331594500009957
18,0,6.391185240884297,0,4.252888554694222,1.1088147591157036,2.7002739459661185,0.38814759115703534,0,9,9,3,3.7471114453057788,7.5,4.150029819006607,19,0.6611069336777646,4.329481927074372,7.111852408842965
17,0,7.213911619414306,1,4.874795425271245,1.4973813359001433,3.5414893685684117,1.0026186640998567,2,8,8,3,3.125204574728756,8.71129295531445,4.755073614630817,16,17.4225859106289,5.113093320499283,7.708674291214593
18,0,6.9294437778888796,2,4.530238380904766,2.1891259366825246,3.2247218889444396,1.6596821587936454,0,9,10,3,3.4697616190952343,9.118569714571406,7.625654721303117,19,0.7559595226191487,6.567377810047574,7.45888755577776
15,0,7.181617085039028,0,5.774398446814634,0.7792108722975636,3.621838291496097,0.3975937872585351,0,9,7,8,2.225601553185366,7.960827957336592,1.747545938195616,17,0.0,6.1280077659268315,7.563234170078057
14,0,7.260458082368482,0,5.4260955860624005,1.2452191172124802,3.578346617951264,0.5656375036939187,0,9,7,6,2.573904413937599,8.505677199580962,3.1652988249200633,16,0.0,7.732569862719196,7.9400396958870445
16,0,7.444222256844707,2,5.122111128422353,1.0336666147329394,3.1086406639942323,0.9778888715776466,2,8,8,3,2.8778888715776465,8.477888871577646,3.0399442799876413,16,16.95577774315529,3.931147911561168,7.5
18,0,6.09199139780268,1,4.36354026276032,0.8693362007324401,2.5367437036392477,0.7693362007324401,0,7,8,9,3.6364597372396803,6.96132759853512,3.205353405127081,16,6.194732616846123,7.885353405127081,6.19199139780268
18,0,7.667500208904299,1,4.191875052226075,2.5593752611303735,2.2544371500853,1.6862507311650452,2,8,9,3,3.8081249477739254,10.226875470034672,9.74268838262066,17,20.453750940069344,9.725629334764196,8.540624738869626
18,1,6.601160810535765,1,4.416033854849634,2.4049576814379563,3.371255142324234,1.511076173411678,0,9,9,3,3.5839661451503653,9.006118491973721,8.65245709145387,18,1.6583313667197146,7.214873044313869,7.495042318562044
15,0,7.96316383233978,0,5.665466092818544,1.2953954790424727,3.520200559882632,0.10460452095752751,0,9,7,4,2.334533907181456,9.258559311382253,3.0173968996972884,16,0.0,6.451652529945961,9.153954790424725
13,0,7.674316394505877,1,5.113769510110578,0.9091796734070523,3.129638657077405,1.3375977008776676,0,9,8,2,2.8862304898894218,8.583496067912929,2.5014745917588153,17,0.0,2.7220701762681725,7.245898367035261
16,0,7.4771246668519735,2,5.422875333148027,2.1856233342598688,3.140333135760857,0.3771246668519738,0,7,9,7,2.5771246668519736,9.662748001111844,5.641445069409211,16,7.5582173514934325,16.122875333148023,9.285623334259869
16,0,7.262556463027957,1,4.4369918327483795,1.8378952411957046,3.162059588381929,0.6621047588042954,2,9,9,2,3.5630081672516205,9.100451704223662,6.696002874815517,18,18.200903408447324,3.410523794021477,8.438346945419367
